"index","eventid","venueid","catid","dateid","eventname","starttime"
"4487","32","308","8","2165","Ring Cycle","2008-12-05T19:00:00.000"
"4488","5289","114","9","2165","Sara Bareilles","2008-12-05T14:00:00.000"
"4489","7022","56","9","2165","Jethro Tull","2008-12-05T19:00:00.000"
"4490","7054","87","9","2165","The Roots","2008-12-05T15:00:00.000"
"4491","8593","58","9","2166","El Tri","2008-12-06T14:00:00.000"
"4492","663","238","6","2166","Shrek the Musical","2008-12-06T15:00:00.000"
"4493","766","200","6","2166","The Little Mermaid","2008-12-06T19:00:00.000"
"4494","2500","214","7","2166","The Caucasian Chalk Circle","2008-12-06T19:30:00.000"
"4495","6204","7","9","2166","Reba McEntire","2008-12-06T19:30:00.000"
"4496","6217","16","9","2166","Dave Koz","2008-12-06T19:30:00.000"
"4497","8410","15","9","2166","Insane Clown Posse","2008-12-06T19:30:00.000"
"4498","164","300","8","2167","La Damnation de Faust","2008-12-07T15:00:00.000"
"4499","2461","248","7","2167","Endgame","2008-12-07T15:00:00.000"
"4500","5418","50","9","2167","Suzanne Vega","2008-12-07T15:00:00.000"
"4501","6284","41","9","2167","Styx","2008-12-07T19:30:00.000"
"4502","6350","79","9","2167","Kenny Chesney","2008-12-07T19:00:00.000"
"4503","6623","57","9","2167","Serj Tankian","2008-12-07T19:30:00.000"
"4504","6705","94","9","2167","Hannah Montana","2008-12-07T15:00:00.000"
"4505","7255","105","9","2167","The Who","2008-12-07T19:30:00.000"
"4506","8735","54","9","2167","70s Soul Jam","2008-12-07T14:00:00.000"
"4507","1145","229","6","2167","Spamalot","2008-12-07T19:30:00.000"
"4508","7282","83","9","2167","Reba and Kelly Clarkson","2008-12-07T14:00:00.000"
"4509","8173","25","9","2167","Oliver Dragojevic","2008-12-07T19:30:00.000"
"4510","734","243","6","2167","Hairspray","2008-12-07T14:30:00.000"
"4511","1032","222","6","2167","Oliver!","2008-12-07T19:00:00.000"
"4512","2630","236","7","2167","Our Town","2008-12-07T19:00:00.000"
"4513","6630","96","9","2167","Queensryche","2008-12-07T19:00:00.000"
"4514","2312","205","7","2168","All My Sons","2008-12-08T20:00:00.000"
"4515","2552","249","7","2168","The Seafarer","2008-12-08T15:00:00.000"
"4516","4723","79","9","2168","Foreigner","2008-12-08T19:30:00.000"
"4517","362","300","8","2168","Tristan und Isolde","2008-12-08T14:30:00.000"
"4518","2745","212","7","2168","All My Sons","2008-12-08T19:00:00.000"
"4519","8681","112","9","2168","Gavin DeGraw","2008-12-08T19:00:00.000"
"4520","661","209","6","2168","Hairspray","2008-12-08T19:30:00.000"
"4521","3624","245","7","2168","Avenue Q","2008-12-08T14:00:00.000"
"4522","8366","97","9","2168","Sheryl Crow","2008-12-08T15:00:00.000"
"4523","2657","200","7","2169","To Be or Not To Be","2008-12-09T14:00:00.000"
"4524","3104","234","7","2169","Macbeth","2008-12-09T19:30:00.000"
"4525","4904","52","9","2169","Steve Miller Band","2008-12-09T19:00:00.000"
"4526","5316","114","9","2169","Regina Spektor","2008-12-09T19:00:00.000"
"4527","8200","90","9","2169","Bloc Party","2008-12-09T19:00:00.000"
"4528","655","235","6","2169","High School Musical","2008-12-09T20:00:00.000"
"4529","2104","205","7","2169","Uncle Vanya","2008-12-09T19:00:00.000"
"4530","3569","201","7","2169","Iphigenia","2008-12-09T19:00:00.000"
"4531","6011","60","9","2169","Stone Temple Pilots","2008-12-09T14:00:00.000"
"4532","1390","243","6","2169","Shrek the Musical","2008-12-09T14:00:00.000"
"4533","1877","205","7","2169","Iphigenia","2008-12-09T15:00:00.000"
"4534","5689","107","9","2169","Suzanne Vega","2008-12-09T19:30:00.000"
"4535","8676","125","9","2169","Fleet Foxes","2008-12-09T15:00:00.000"
"4536","7840","115","9","2170","Gary Allan","2008-12-10T19:30:00.000"
"4537","8572","37","9","2170","Boyz II Men","2008-12-10T19:30:00.000"
"4538","347","300","8","2170","La Damnation de Faust","2008-12-10T14:00:00.000"
"4539","6047","109","9","2170","Toadies","2008-12-10T19:30:00.000"
"4540","7133","20","9","2170","Seal","2008-12-10T19:30:00.000"
"4541","8187","1","9","2170","Toby Keith","2008-12-10T19:00:00.000"
"4542","8531","125","9","2170","Wyclef Jean","2008-12-10T19:30:00.000"
"4543","6109","65","9","2171","Barenaked Ladies","2008-12-11T15:00:00.000"
"4544","2078","232","7","2171","Waiting for Godot","2008-12-11T15:00:00.000"
"4545","2381","248","7","2171","Macbeth","2008-12-11T19:00:00.000"
"4546","3043","209","7","2171","The Farnsworth Invention","2008-12-11T20:00:00.000"
"4547","4063","98","9","2171","Celtic Thunder","2008-12-11T15:00:00.000"
"4548","6724","115","9","2171","Smokey Robinson","2008-12-11T19:00:00.000"
"4549","7534","117","9","2171","King Crimson","2008-12-11T19:30:00.000"
"4550","8212","48","9","2171","Ringo Starr","2008-12-11T15:00:00.000"
"4551","272","302","8","2171","Madama Butterfly","2008-12-11T19:00:00.000"
"4552","1690","263","6","2171","O - Cirque du Soleil","2008-12-11T14:00:00.000"
"4553","233","301","8","2172","Simon Boccanegra","2008-12-12T19:30:00.000"
"4554","285","308","8","2172","Gotterdammerung","2008-12-12T15:00:00.000"
"4555","968","206","6","2172","Kiss Me Kate","2008-12-12T15:00:00.000"
"4556","1578","253","6","2172","Blue Man Group","2008-12-12T14:30:00.000"
"4557","1940","217","7","2172","Passing Strange","2008-12-12T19:30:00.000"
"4558","5541","101","9","2172","Rick Braun","2008-12-12T19:00:00.000"
"4559","69","300","8","2172","Rigoletto","2008-12-12T20:00:00.000"
"4560","5699","109","9","2172","REO Speedwagon","2008-12-12T19:00:00.000"
"4561","261","308","8","2172","Das Rheingold","2008-12-12T20:00:00.000"
"4562","610","222","6","2172","Jersey Boys","2008-12-12T14:30:00.000"
"4563","3768","204","7","2172","November","2008-12-12T20:00:00.000"
"4564","4333","26","9","2172","Bobby Brown","2008-12-12T14:00:00.000"
"4565","4491","10","9","2172","Flogging Molly","2008-12-12T19:30:00.000"
"4566","5633","119","9","2172","Children of Bodom","2008-12-12T19:30:00.000"
"4567","6250","96","9","2172","Huey Lewis and the News","2008-12-12T19:00:00.000"
"4568","5649","113","9","2173","Carrie Underwood","2008-12-13T15:00:00.000"
"4569","7824","49","9","2173","Lynyrd Skynyrd","2008-12-13T14:00:00.000"
"4570","8440","114","9","2173","Robert Cray Band","2008-12-13T19:00:00.000"
"4571","2852","202","7","2173","August: Osage County","2008-12-13T19:30:00.000"
"4572","3229","210","7","2173","The Caretaker","2008-12-13T19:00:00.000"
"4573","3356","217","7","2173","The Frogs","2008-12-13T19:00:00.000"
"4574","4146","99","9","2173","Pepe Aguilar","2008-12-13T19:00:00.000"
"4575","4489","54","9","2173","Los Temerarios","2008-12-13T14:30:00.000"
"4576","6356","65","9","2173","New Kids on the Block","2008-12-13T14:00:00.000"
"4577","2958","219","7","2173","To Be or Not To Be","2008-12-13T15:00:00.000"
"4578","2769","232","7","2174","A Tale of Two Cities","2008-12-14T14:00:00.000"
"4579","3575","230","7","2174","The 39 Steps","2008-12-14T14:30:00.000"
"4580","5635","118","9","2174","Foo Fighters","2008-12-14T14:00:00.000"
"4581","6867","74","9","2174","Alejandro Fernandez","2008-12-14T14:00:00.000"
"4582","919","222","6","2174","The King and I","2008-12-14T19:30:00.000"
"4583","8571","84","9","2174","Vampire Weekend","2008-12-14T15:00:00.000"
"4584","1009","231","6","2174","Spamalot","2008-12-14T14:00:00.000"
"4585","2185","215","7","2174","The Caucasian Chalk Circle","2008-12-14T14:00:00.000"
"4586","3177","203","7","2174","Wicked","2008-12-14T20:00:00.000"
"4587","5474","8","9","2174","Rush","2008-12-14T15:00:00.000"
"4588","5759","18","9","2174","Tina Turner","2008-12-14T15:00:00.000"
"4589","6395","69","9","2174","Hot Chip","2008-12-14T14:00:00.000"
"4590","6995","87","9","2174","Gnarls Barkley","2008-12-14T19:30:00.000"
"4591","3292","212","7","2175","Julius Caesar","2008-12-15T19:30:00.000"
"4592","3588","249","7","2175","Wicked","2008-12-15T19:00:00.000"
"4593","5581","80","9","2175","James Blunt","2008-12-15T19:00:00.000"
"4594","8766","65","9","2175","Beach Boys","2008-12-15T14:00:00.000"
"4595","2041","243","7","2175","A Bronx Tale","2008-12-15T15:00:00.000"
"4596","2125","238","7","2175","Avenue Q","2008-12-15T15:00:00.000"
"4597","2739","216","7","2175","Hamlet","2008-12-15T20:00:00.000"
"4598","4479","63","9","2175","Goo Goo Dolls","2008-12-15T14:00:00.000"
"4599","5576","28","9","2175","Johnny Mathis","2008-12-15T19:00:00.000"
"4600","6430","104","9","2175","Pepe Aguilar","2008-12-15T15:00:00.000"
"4601","7442","101","9","2175","Jimmy Buffett","2008-12-15T19:30:00.000"
"4602","21","306","8","2176","Adriana Lecouvreur","2008-12-16T20:00:00.000"
"4603","375","305","8","2176","Doctor Atomic","2008-12-16T15:00:00.000"
"4604","1387","233","6","2176","Curtains","2008-12-16T20:00:00.000"
"4605","6761","31","9","2176","Black Eyed Peas","2008-12-16T19:00:00.000"
"4606","4171","26","9","2176","Judas Priest","2008-12-16T15:00:00.000"
"4607","7788","9","9","2176","Alkaline Trio","2008-12-16T19:30:00.000"
"4608","1468","206","6","2176","The Phantom of the Opera","2008-12-16T20:00:00.000"
"4609","3097","223","7","2176","Thurgood","2008-12-16T20:00:00.000"
"4610","5281","100","9","2176","Voodoo Music Experience","2008-12-16T14:00:00.000"
"4611","5776","89","9","2176","Vince Gill","2008-12-16T19:00:00.000"
"4612","560","217","6","2177","Shrek the Musical","2008-12-17T20:00:00.000"
"4613","969","208","6","2177","Jersey Boys","2008-12-17T14:00:00.000"
"4614","4210","56","9","2177","Black Crowes","2008-12-17T15:00:00.000"
"4615","5569","35","9","2177","Hall and Oates","2008-12-17T19:30:00.000"
"4616","1324","202","6","2177","High Society","2008-12-17T14:30:00.000"
"4617","1936","232","7","2177","November","2008-12-17T19:00:00.000"
"4618","2270","230","7","2177","Young Frankenstein","2008-12-17T15:00:00.000"
"4619","3632","204","7","2177","Oedipus the King","2008-12-17T19:00:00.000"
"4620","7184","89","9","2177","James Blunt","2008-12-17T15:00:00.000"
"4621","7878","64","9","2177","Emmylou Harris","2008-12-17T15:00:00.000"
"4622","1037","228","6","2177","Kiss Me Kate","2008-12-17T14:30:00.000"
"4623","1208","245","6","2177","Grease","2008-12-17T19:30:00.000"
"4624","5599","116","9","2177","Iggy and the Stooges","2008-12-17T14:00:00.000"
"4625","5638","59","9","2177","Paul Weller","2008-12-17T19:30:00.000"
"4626","4009","78","9","2178","Michael Bolton","2008-12-18T15:00:00.000"
"4627","4807","108","9","2178","Judas Priest","2008-12-18T19:00:00.000"
"4628","4864","49","9","2178","Cute Is What We Aim For","2008-12-18T15:00:00.000"
"4629","5432","14","9","2178","Erykah Badu","2008-12-18T19:30:00.000"
"4630","6911","85","9","2178","Gwen Stefani","2008-12-18T15:00:00.000"
"4631","7121","99","9","2178","English Beat","2008-12-18T15:00:00.000"
"4632","7768","114","9","2178","Gladys Knight","2008-12-18T15:00:00.000"
"4633","4773","9","9","2178","Cafe Tacuba","2008-12-18T14:00:00.000"
"4634","6991","7","9","2178","Voodoo Music Experience","2008-12-18T14:00:00.000"
"4635","7848","106","9","2178","The Police","2008-12-18T14:00:00.000"
"4636","8533","58","9","2178","Dwight Yoakam","2008-12-18T19:30:00.000"
"4637","2256","201","7","2179","Uncle Vanya","2008-12-19T20:00:00.000"
"4638","4025","68","9","2179","Hot Tuna","2008-12-19T14:30:00.000"
"4639","5742","62","9","2179","Rick Braun","2008-12-19T14:00:00.000"
"4640","7485","41","9","2179","Keith Urban","2008-12-19T19:30:00.000"
"4641","1750","257","6","2179","Spamalot","2008-12-19T20:00:00.000"
"4642","7610","110","9","2179","Cher","2008-12-19T19:00:00.000"
"4643","7681","70","9","2179","The Black Keys","2008-12-19T15:00:00.000"
"4644","8086","31","9","2179","Joe Satriani","2008-12-19T19:00:00.000"
"4645","8354","22","9","2179","Toby Keith","2008-12-19T14:00:00.000"
"4646","624","201","6","2179","The Phantom of the Opera","2008-12-19T14:30:00.000"
"4647","5181","113","9","2179","Iron and Wine","2008-12-19T15:00:00.000"
"4648","3411","206","7","2180","King Lear","2008-12-20T14:00:00.000"
"4649","4660","38","9","2180","War","2008-12-20T15:00:00.000"
"4650","5348","81","9","2180","Vans Warped Tour","2008-12-20T15:00:00.000"
"4651","7429","126","9","2180","Crue Fest","2008-12-20T15:00:00.000"
"4652","899","203","6","2180","Flower Drum Song","2008-12-20T19:30:00.000"
"4653","6142","107","9","2180","Mariah Carey","2008-12-20T19:00:00.000"
"4654","7188","64","9","2180","Zappa Plays Zappa","2008-12-20T14:00:00.000"
"4655","1780","259","6","2180","Mystere Cirque du Soleil","2008-12-20T14:00:00.000"
"4656","6435","108","9","2180","Steve Winwood","2008-12-20T14:00:00.000"
"4657","865","206","6","2181","Mamma Mia!","2008-12-21T20:00:00.000"
"4658","2691","222","7","2181","The Farnsworth Invention","2008-12-21T14:30:00.000"
"4659","2747","215","7","2181","Wicked","2008-12-21T14:00:00.000"
"4660","3615","245","7","2181","Glengarry Glen Ross","2008-12-21T15:00:00.000"
"4661","7213","34","9","2181","Judas Priest","2008-12-21T19:30:00.000"
"4662","7289","58","9","2181","Vanessa Hudgens","2008-12-21T14:00:00.000"
"4663","8493","8","9","2181","Randy Travis","2008-12-21T19:00:00.000"
"4664","1256","235","6","2181","Dirty Dancing","2008-12-21T19:00:00.000"
"4665","2671","210","7","2181","Passing Strange","2008-12-21T19:30:00.000"
"4666","2929","246","7","2181","A Streetcar Named Desire","2008-12-21T19:00:00.000"
"4667","2969","242","7","2181","November","2008-12-21T20:00:00.000"
"4668","3484","223","7","2181","August: Osage County","2008-12-21T19:00:00.000"
"4669","5834","44","9","2181","Jason Mraz","2008-12-21T15:00:00.000"
"4670","7023","116","9","2181","Echo & the Bunnymen","2008-12-21T19:30:00.000"
"4671","1432","245","6","2181","Jersey Boys","2008-12-21T14:30:00.000"
"4672","3944","44","9","2181","Brian Jonestown Massacre","2008-12-21T14:30:00.000"
"4673","7581","45","9","2181","Conor Oberst","2008-12-21T14:00:00.000"
"4674","6054","83","9","2182","Dave Stewart","2008-12-22T19:30:00.000"
"4675","6533","92","9","2182","Jason Aldean","2008-12-22T15:00:00.000"
"4676","2714","211","7","2182","The Frogs","2008-12-22T14:30:00.000"
"4677","2867","201","7","2182","Rhinoceros","2008-12-22T19:30:00.000"
"4678","3216","239","7","2182","The Glass Menagerie","2008-12-22T14:00:00.000"
"4679","3253","236","7","2182","Thurgood","2008-12-22T19:00:00.000"
"4680","3354","225","7","2182","Spring Awakening","2008-12-22T20:00:00.000"
"4681","4362","85","9","2182","Aimee Mann","2008-12-22T20:00:00.000"
"4682","5287","39","9","2182","Jesse McCartney","2008-12-22T19:30:00.000"
"4683","830","223","6","2182","Jersey Boys","2008-12-22T14:30:00.000"
"4684","2935","232","7","2182","The Country Girl","2008-12-22T14:00:00.000"
"4685","5877","68","9","2182","Projekt Revolution","2008-12-22T19:00:00.000"
"4686","6046","118","9","2182","Sweet Honey in the Rock","2008-12-22T19:30:00.000"
"4687","6057","22","9","2182","Bo Bice","2008-12-22T19:00:00.000"
"4688","4086","20","9","2183","Akon","2008-12-23T19:00:00.000"
"4689","1287","236","6","2183","Les Miserables","2008-12-23T20:00:00.000"
"4690","8024","33","9","2183","Joe Satriani","2008-12-23T14:00:00.000"
"4691","6493","27","9","2183","Melissa Etheridge","2008-12-23T19:00:00.000"
"4692","2435","218","7","2184","The Caretaker","2008-12-24T19:30:00.000"
"4693","2463","243","7","2184","Miss Julie","2008-12-24T15:00:00.000"
"4694","6704","34","9","2184","Erykah Badu","2008-12-24T15:00:00.000"
"4695","6885","18","9","2184","Mogwai","2008-12-24T14:00:00.000"
"4696","264","308","8","2184","Ring Cycle","2008-12-24T14:00:00.000"
"4697","1284","228","6","2184","Jersey Boys","2008-12-24T14:30:00.000"
"4698","4751","64","9","2185","Country Thunder USA","2008-12-25T14:30:00.000"
"4699","5728","78","9","2185","America","2008-12-25T19:30:00.000"
"4700","6080","27","9","2185","Maroon 5","2008-12-25T14:00:00.000"
"4701","7954","46","9","2185","Alan Jackson","2008-12-25T15:00:00.000"
"4702","312","307","8","2185","Lucia di Lammermoor","2008-12-25T14:30:00.000"
"4703","2866","247","7","2185","A Midsummer Night's Dream","2008-12-25T20:00:00.000"
"4704","5277","112","9","2185","Hippiefest","2008-12-25T19:30:00.000"
"4705","5513","28","9","2185","Seal","2008-12-25T19:30:00.000"
"4706","8487","30","9","2185","Buckcherry","2008-12-25T14:00:00.000"
"4707","112","305","8","2185","La Cenerentola (Cinderella)","2008-12-25T14:30:00.000"
"4708","4428","65","9","2185","Foghat","2008-12-25T14:30:00.000"
"4709","3131","210","7","2186","Oedipus the King","2008-12-26T19:00:00.000"
"4710","3657","205","7","2186","Young Frankenstein","2008-12-26T14:30:00.000"
"4711","5109","19","9","2186","Michael Buble","2008-12-26T19:30:00.000"
"4712","7490","114","9","2186","Widespread Panic","2008-12-26T19:30:00.000"
"4713","8049","35","9","2186","The Police","2008-12-26T15:00:00.000"
"4714","2648","241","7","2186","Rhinoceros","2008-12-26T14:30:00.000"
"4715","4277","109","9","2186","Little River Band","2008-12-26T20:00:00.000"
"4716","5578","6","9","2186","Keb Mo","2008-12-26T19:30:00.000"
"4717","925","225","6","2186","Curtains","2008-12-26T14:30:00.000"
"4718","5297","123","9","2186","Brian McKnight","2008-12-26T14:00:00.000"
"4719","8475","90","9","2186","Jesse Lacey","2008-12-26T19:00:00.000"
"4720","125","306","8","2187","Eugene Onegin","2008-12-27T15:00:00.000"
"4721","282","306","8","2187","Carmen","2008-12-27T14:00:00.000"
"4722","989","210","6","2187","West Side Story","2008-12-27T15:00:00.000"
"4723","3424","240","7","2187","A Midsummer Night's Dream","2008-12-27T20:00:00.000"
"4724","5301","63","9","2187","Randy Travis","2008-12-27T14:00:00.000"
"4725","5694","111","9","2187","Kiss","2008-12-27T15:00:00.000"
"4726","6161","77","9","2187","LeAnn Rimes","2008-12-27T19:30:00.000"
"4727","6359","60","9","2187","Greg Kihn Band","2008-12-27T14:00:00.000"
"4728","7800","72","9","2187","Christina Aguilera","2008-12-27T19:00:00.000"
"4729","106","307","8","2187","Lucia di Lammermoor","2008-12-27T19:30:00.000"
"4730","2181","205","7","2187","The Homecoming","2008-12-27T20:00:00.000"
"4731","2793","228","7","2187","A Christmas Carol","2008-12-27T14:30:00.000"
"4732","5189","128","9","2187","Sammy Hagar","2008-12-27T19:30:00.000"
"4733","8147","124","9","2187","Rascal Flatts","2008-12-27T19:30:00.000"
"4734","104","304","8","2187","The Magic Flute","2008-12-27T20:00:00.000"
"4735","3563","214","7","2187","The Glass Menagerie","2008-12-27T14:00:00.000"
"4736","5627","13","9","2187","Crosby Stills Nash","2008-12-27T19:30:00.000"
"4737","6361","111","9","2187","Foo Fighters","2008-12-27T14:00:00.000"
"4738","7887","96","9","2187","Queensryche","2008-12-27T19:00:00.000"
"4739","1029","221","6","2188","Chicago","2008-12-28T14:30:00.000"
"4740","1829","226","7","2188","Othello","2008-12-28T15:00:00.000"
"4741","4406","59","9","2188","KT Tunstall","2008-12-28T19:00:00.000"
"4742","8059","115","9","2188","Umphreys McGee","2008-12-28T19:00:00.000"
"4743","2007","211","7","2188","The Homecoming","2008-12-28T14:30:00.000"
"4744","2401","202","7","2188","Hedda Gabler","2008-12-28T15:00:00.000"
"4745","2771","208","7","2188","A Midsummer Night's Dream","2008-12-28T19:30:00.000"
"4746","3576","200","7","2188","The Farnsworth Invention","2008-12-28T14:30:00.000"
"4747","7406","90","9","2188","Lyle Lovett","2008-12-28T15:00:00.000"
"4748","142","306","8","2188","La Rondine","2008-12-28T19:30:00.000"
"4749","1265","226","6","2188","South Pacific","2008-12-28T15:00:00.000"
"4750","4449","1","9","2188","Linda Eder","2008-12-28T14:00:00.000"
"4751","5917","104","9","2188","The Police","2008-12-28T14:00:00.000"
"4752","6194","126","9","2188","DJ Shadow and Cut Chemist","2008-12-28T19:00:00.000"
"4753","6726","84","9","2188","Dandy Warhols","2008-12-28T19:00:00.000"
"4754","6759","22","9","2188","Bo Bice","2008-12-28T14:00:00.000"
"4755","189","307","8","2189","Don Giovanni","2008-12-29T14:30:00.000"
"4756","2429","246","7","2189","Macbeth","2008-12-29T19:30:00.000"
"4757","4096","11","9","2189","Ryan Adams","2008-12-29T19:00:00.000"
"4758","5375","107","9","2189","Barenaked Ladies","2008-12-29T14:00:00.000"
"4759","6996","50","9","2189","Rod Stewart","2008-12-29T19:00:00.000"
"4760","1261","202","6","2189","Memphis - The Birth of Rock n Roll","2008-12-29T19:30:00.000"
"4761","2100","235","7","2189","For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-12-29T14:30:00.000"
"4762","2308","219","7","2189","Rhinoceros","2008-12-29T20:00:00.000"
"4763","3419","244","7","2189","November","2008-12-29T14:30:00.000"
"4764","6957","85","9","2189","Jason Aldean","2008-12-29T14:00:00.000"
"4765","7845","106","9","2189","Aimee Mann","2008-12-29T15:00:00.000"
"4766","245","306","8","2189","La Sonnambula","2008-12-29T19:30:00.000"
"4767","4954","29","9","2189","King Crimson","2008-12-29T19:30:00.000"
"4768","5424","63","9","2189","Widespread Panic","2008-12-29T15:00:00.000"
"4769","8521","46","9","2189","Lonestar","2008-12-29T15:00:00.000"
"4770","304","305","8","2190","Das Rheingold","2008-12-30T19:30:00.000"
"4771","479","309","8","2190","The Queen of Spades","2008-12-30T19:30:00.000"
"4772","1341","217","6","2190","Shrek the Musical","2008-12-30T15:00:00.000"
"4773","1545","260","6","2190","Beatles LOVE","2008-12-30T19:30:00.000"
"4774","3950","98","9","2190","Martina McBride","2008-12-30T19:00:00.000"
"4775","5818","68","9","2190","Blind Melon","2008-12-30T15:00:00.000"
"4776","3555","221","7","2190","Our Town","2008-12-30T14:30:00.000"
"4777","5885","47","9","2190","Jesse McCartney","2008-12-30T19:30:00.000"
"4778","2939","208","7","2190","Passing Strange","2008-12-30T19:00:00.000"
"4779","3689","214","7","2190","Glengarry Glen Ross","2008-12-30T19:00:00.000"
"4780","3909","72","9","2190","Scorpions","2008-12-30T14:00:00.000"
"4781","5314","92","9","2190","Aimee Mann","2008-12-30T19:00:00.000"
"4782","5916","51","9","2190","Bryan Adams","2008-12-30T19:30:00.000"
"4783","316","302","8","2191","La Boheme","2008-12-31T19:30:00.000"
"4784","914","207","6","2191","Legally Blonde","2008-12-31T19:00:00.000"
"4785","1489","223","6","2191","Mamma Mia!","2008-12-31T19:30:00.000"
"4786","2141","205","7","2191","Endgame","2008-12-31T19:00:00.000"
"4787","816","212","6","2191","Mamma Mia!","2008-12-31T14:30:00.000"
"4788","2172","241","7","2191","The Caucasian Chalk Circle","2008-12-31T15:00:00.000"
"4789","2358","241","7","2191","To Be or Not To Be","2008-12-31T19:00:00.000"
"4790","3305","201","7","2191","The Glass Menagerie","2008-12-31T19:30:00.000"
"4791","5553","28","9","2191","Anita Baker","2008-12-31T14:00:00.000"
"4792","5621","53","9","2191","Beck","2008-12-31T14:00:00.000"
"4793","6034","45","9","2191","War","2008-12-31T14:00:00.000"
"4794","6783","60","9","2191","The Police","2008-12-31T15:00:00.000"
"4795","6857","18","9","2191","Judas Priest","2008-12-31T14:00:00.000"
"4796","7192","54","9","2191","Lindsey Buckingham","2008-12-31T19:30:00.000"
"4797","8168","70","9","2191","Little River Band","2008-12-31T15:00:00.000"
"4798","1769","252","6","1857","Phantom of the Opera","2008-01-31T14:00:00.000"
"4799","2217","221","7","1857","Cirque du Soleil","2008-01-31T15:00:00.000"
"4800","2328","229","7","1857","The Bacchae","2008-01-31T19:30:00.000"
"4801","5527","92","9","1857","Suzanne Vega","2008-01-31T14:00:00.000"
"4802","5752","76","9","1857","Britney Spears","2008-01-31T14:00:00.000"
"4803","1330","240","6","1858","Memphis - The Birth of Rock n Roll","2008-02-01T20:00:00.000"
"4804","2094","218","7","1858","Rock 'n' Roll","2008-02-01T15:00:00.000"
"4805","2994","207","7","1858","The Country Girl","2008-02-01T19:30:00.000"
"4806","7990","118","9","1858","Al Green","2008-02-01T14:00:00.000"
"4807","2285","203","7","1858","Electra","2008-02-01T15:00:00.000"
"4808","2495","205","7","1858","Glengarry Glen Ross","2008-02-01T15:00:00.000"
"4809","4100","40","9","1858","Randy Owen","2008-02-01T15:00:00.000"
"4810","4627","45","9","1858","Jim Brickman","2008-02-01T19:30:00.000"
"4811","5607","35","9","1858","Zucchero","2008-02-01T14:00:00.000"
"4812","6189","119","9","1858","Live","2008-02-01T19:00:00.000"
"4813","6772","16","9","1858","Cypress Hill","2008-02-01T19:00:00.000"
"4814","7096","115","9","1858","Dennis DeYoung","2008-02-01T14:00:00.000"
"4815","874","207","6","1858","Flower Drum Song","2008-02-01T19:30:00.000"
"4816","5219","26","9","1858","Steely Dan","2008-02-01T14:00:00.000"
"4817","6627","92","9","1858","Josh Turner","2008-02-01T14:00:00.000"
"4818","8040","32","9","1858","Vans Warped Tour","2008-02-01T19:30:00.000"
"4819","1530","251","6","1859","Blue Man Group","2008-02-02T20:00:00.000"
"4820","2046","247","7","1859","Our Town","2008-02-02T15:00:00.000"
"4821","2512","237","7","1859","The Homecoming","2008-02-02T14:00:00.000"
"4822","2699","238","7","1859","Waiting for Godot","2008-02-02T20:00:00.000"
"4823","2821","224","7","1859","Cirque du Soleil","2008-02-02T14:00:00.000"
"4824","6782","22","9","1859","Alicia Keys","2008-02-02T15:00:00.000"
"4825","3544","234","7","1859","A Man For All Seasons","2008-02-02T19:30:00.000"
"4826","5068","77","9","1859","George Michael","2008-02-02T14:00:00.000"
"4827","8292","10","9","1859","Marc Anthony","2008-02-02T14:00:00.000"
"4828","25","300","8","1859","La Cenerentola (Cinderella)","2008-02-02T20:00:00.000"
"4829","4910","65","9","1859","Kanye West","2008-02-02T15:00:00.000"
"4830","7941","41","9","1859","The Guess Who","2008-02-02T15:00:00.000"
"4831","7380","109","9","1860","Donna Summer","2008-02-03T19:30:00.000"
"4832","8333","116","9","1860","Sammy Hagar","2008-02-03T19:00:00.000"
"4833","576","218","6","1860","West Side Story","2008-02-03T19:30:00.000"
"4834","1071","248","6","1860","Mary Poppins","2008-02-03T14:00:00.000"
"4835","4562","94","9","1860","Blues Brothers","2008-02-03T19:00:00.000"
"4836","5901","65","9","1860","Armando Manzanero","2008-02-03T19:30:00.000"
"4837","6368","26","9","1860","Duran Duran","2008-02-03T19:00:00.000"
"4838","8686","35","9","1860","Rancid","2008-02-03T19:00:00.000"
"4839","1446","228","6","1860","Oliver!","2008-02-03T15:00:00.000"
"4840","4423","110","9","1860","Melissa Etheridge","2008-02-03T19:00:00.000"
"4841","4888","52","9","1860","Monsters of Rock","2008-02-03T15:00:00.000"
"4842","6286","95","9","1860","Ben Folds","2008-02-03T19:00:00.000"
"4843","1924","221","7","1861","The Tempest","2008-02-04T14:30:00.000"
"4844","4183","32","9","1861","Iggy and the Stooges","2008-02-04T19:30:00.000"
"4845","4811","84","9","1861","Sigur Ros","2008-02-04T19:30:00.000"
"4846","4953","31","9","1861","Sarah Brightman","2008-02-04T19:00:00.000"
"4847","5793","74","9","1861","Sugarland","2008-02-04T15:00:00.000"
"4848","7205","30","9","1861","Insane Clown Posse","2008-02-04T19:00:00.000"
"4849","1060","231","6","1861","Chicago","2008-02-04T20:00:00.000"
"4850","5596","92","9","1861","Tokyo Police Club","2008-02-04T15:00:00.000"
"4851","5774","36","9","1861","Billy Idol","2008-02-04T19:00:00.000"
"4852","6763","25","9","1861","Jesse McCartney","2008-02-04T19:30:00.000"
"4853","5543","9","9","1861","Patty Griffin","2008-02-04T14:00:00.000"
