"index","salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
"5004","50905","57427","49042","5487","8479","1862","1","108","16.2","2008-02-05T02:30:26.000"
"5005","42207","47299","15801","2782","6641","1862","4","1280","192","2008-02-05T04:00:00.000"
"5006","52303","59039","22629","14420","4727","1862","2","672","100.8","2008-02-05T05:12:15.000"
"5007","48045","54272","41580","5898","7476","1862","2","244","36.6","2008-02-05T07:51:15.000"
"5008","54844","61799","44381","10710","6212","1862","4","1928","289.2","2008-02-05T05:50:04.000"
"5009","49770","56181","15794","4486","3781","1862","2","236","35.4","2008-02-05T05:42:24.000"
"5010","59916","67840","15592","4759","5346","1862","2","692","103.8","2008-02-05T02:50:49.000"
"5011","52827","59613","35166","2206","5462","1862","2","252","37.8","2008-02-05T03:02:14.000"
"5012","60004","67927","42908","8419","4221","1862","1","285","42.75","2008-02-05T02:53:41.000"
"5013","57829","65461","3809","14451","2390","1862","2","536","80.4","2008-02-05T01:32:44.000"
"5014","61415","69567","28577","11544","7272","1862","1","241","36.15","2008-02-05T03:49:05.000"
"5015","64903","73568","9006","2264","6598","1862","1","223","33.45","2008-02-05T06:00:35.000"
"5016","61973","70249","6184","1850","4607","1862","1","470","70.5","2008-02-05T04:11:19.000"
"5017","67139","76203","9898","29280","7514","1862","3","468","70.2","2008-02-05T07:23:55.000"
"5018","64405","73000","5794","698","7719","1862","1","498","74.7","2008-02-05T05:41:53.000"
"5019","67587","76770","27190","5738","2645","1862","2","988","148.2","2008-02-05T07:41:45.000"
"5020","64451","73047","2087","9317","2260","1862","2","726","108.9","2008-02-05T05:43:40.000"
"5021","71284","81096","3588","6004","4607","1862","2","682","102.3","2008-02-05T09:57:38.000"
"5022","65302","74050","39750","19470","636","1862","3","1071","160.65","2008-02-05T06:15:19.000"
"5023","75679","86422","17150","14436","4029","1862","1","75","11.25","2008-02-05T12:42:57.000"
"5024","68757","78185","8102","9218","4475","1862","1","26","3.9","2008-02-05T08:24:49.000"
"5025","76259","87089","31253","2444","6362","1862","4","1324","198.6","2008-02-05T02:57:49.000"
"5026","70078","79689","4455","24407","5447","1862","2","452","67.8","2008-02-05T09:13:28.000"
"5027","76508","87375","12025","22086","8762","1862","2","862","129.3","2008-02-05T07:10:32.000"
"5028","70870","80574","47515","18194","6884","1862","2","500","75","2008-02-05T09:42:16.000"
"5029","77579","88598","37854","16095","6604","1862","1","141","21.15","2008-02-05T03:30:48.000"
"5030","73702","84120","6896","8701","4761","1862","2","150","22.5","2008-02-05T11:28:08.000"
"5031","77691","88730","11838","4061","5571","1862","1","114","17.1","2008-02-05T05:27:42.000"
"5032","73780","84212","48792","1688","4889","1862","1","160","24","2008-02-05T11:31:05.000"
"5033","82584","94196","33579","11553","733","1862","1","116","17.4","2008-02-05T04:36:05.000"
"5034","76880","87855","48694","5262","5784","1862","1","371","55.65","2008-02-05T02:04:58.000"
"5035","84909","96914","32085","1620","5997","1862","2","854","128.1","2008-02-05T02:45:34.000"
"5036","77942","89000","25524","6121","5190","1862","4","1332","199.8","2008-02-05T10:22:51.000"
"5037","85092","97140","37664","16436","3074","1862","2","350","52.5","2008-02-05T06:33:57.000"
"5038","78113","89206","15579","26877","8618","1862","1","335","50.25","2008-02-05T01:29:44.000"
"5039","85381","97464","25399","14113","1236","1862","2","632","94.8","2008-02-05T12:14:47.000"
"5040","78604","89733","44986","17748","4734","1862","1","44","6.6","2008-02-05T10:49:28.000"
"5041","86959","99280","8185","6787","4503","1862","3","243","36.45","2008-02-05T07:06:55.000"
"5042","80722","92113","8332","27272","2347","1862","3","108","16.2","2008-02-05T03:22:14.000"
"5043","88423","100988","37279","28178","3594","1862","2","694","104.1","2008-02-05T10:20:20.000"
"5044","82044","93540","27180","10895","2157","1862","3","852","127.8","2008-02-05T06:09:29.000"
"5045","91082","103934","47571","10109","218","1862","2","144","21.6","2008-02-05T01:19:27.000"
"5046","82531","94142","30087","17462","3188","1862","4","524","78.6","2008-02-05T03:16:32.000"
"5047","91972","104958","35168","21105","8553","1862","2","610","91.5","2008-02-05T05:52:24.000"
"5048","83739","95495","29041","1257","6364","1862","1","415","62.25","2008-02-05T02:43:17.000"
"5049","93650","106951","2908","636","530","1862","2","472","70.8","2008-02-05T02:16:25.000"
"5050","84767","96734","20119","8401","2656","1862","4","336","50.4","2008-02-05T11:54:22.000"
"5051","94326","107693","27606","4528","3733","1862","2","420","63","2008-02-05T02:56:08.000"
"5052","85520","97635","33519","6472","7513","1862","1","121","18.15","2008-02-05T02:35:11.000"
"5053","99805","114070","19993","17743","4221","1862","1","43","6.45","2008-02-05T10:14:19.000"
"5054","88344","100893","17483","13551","2978","1862","1","120","18","2008-02-05T09:01:09.000"
"5055","100579","115000","20188","18558","5362","1862","2","270","40.5","2008-02-05T04:14:35.000"
"5056","90288","103077","926","13013","1843","1862","3","528","79.2","2008-02-05T09:27:46.000"
"5057","104235","119245","26261","654","1040","1862","1","122","18.3","2008-02-05T01:36:16.000"
"5058","97264","111038","47055","21629","3783","1862","1","80","12","2008-02-05T04:16:40.000"
"5059","109278","125138","871","236","1844","1862","1","69","10.35","2008-02-05T01:17:33.000"
"5060","99794","114057","3604","17643","6448","1862","4","364","54.6","2008-02-05T09:47:10.000"
"5061","111307","127492","49513","12604","4107","1862","1","353","52.95","2008-02-05T09:02:02.000"
"5062","100407","114808","8037","20153","460","1862","2","304","45.6","2008-02-05T12:28:14.000"
"5063","111395","127581","48868","9519","7493","1862","3","1032","154.8","2008-02-05T02:24:05.000"
"5064","100590","115013","45256","6319","4389","1862","1","256","38.4","2008-02-05T04:36:07.000"
"5065","113224","129705","18028","22157","4211","1862","1","228","34.2","2008-02-05T02:51:57.000"
"5066","101461","116009","48260","17881","7644","1862","4","916","137.4","2008-02-05T01:59:21.000"
"5067","115349","132074","28219","12115","2221","1862","1","209","31.35","2008-02-05T05:00:42.000"
"5068","101809","116419","33261","25092","4924","1862","2","802","120.3","2008-02-05T10:31:37.000"
"5069","115550","132299","8314","21388","4732","1862","2","170","25.5","2008-02-05T02:55:45.000"
"5070","102766","117554","38047","10377","3820","1862","1","281","42.15","2008-02-05T11:08:45.000"
"5071","117192","134202","7980","21528","8340","1862","2","52","7.8","2008-02-05T03:58:33.000"
"5072","103531","118396","25162","4826","2343","1862","2","730","109.5","2008-02-05T06:58:54.000"
"5073","117193","134202","7980","21140","8340","1862","1","26","3.9","2008-02-05T04:01:19.000"
"5074","104626","119714","45311","14753","1392","1862","2","290","43.5","2008-02-05T01:22:11.000"
"5075","118217","135401","6788","8933","4194","1862","4","640","96","2008-02-05T06:50:13.000"
"5076","112209","128555","36781","29971","7886","1862","2","642","96.3","2008-02-05T11:32:56.000"
"5077","122169","139878","47837","13039","6257","1862","2","548","82.2","2008-02-05T11:20:57.000"
"5078","113163","129637","10645","29340","7703","1862","2","428","64.2","2008-02-05T11:11:35.000"
"5079","124456","142516","26660","21116","8429","1862","2","452","67.8","2008-02-05T10:16:55.000"
"5080","114785","131446","1630","769","3538","1862","3","1233","184.95","2008-02-05T07:07:30.000"
"5081","124616","142714","8747","21758","2963","1862","4","352","52.8","2008-02-05T02:16:07.000"
"5082","120371","137835","37759","15658","2871","1862","2","564","84.6","2008-02-05T07:37:49.000"
"5083","128150","146886","37456","922","7128","1862","1","265","39.75","2008-02-05T09:52:38.000"
"5084","123681","141590","33454","5960","8438","1862","1","414","62.1","2008-02-05T01:41:54.000"
"5085","128390","147166","14452","12735","267","1862","1","249","37.35","2008-02-05T02:59:11.000"
"5086","123773","141709","30328","5963","5078","1862","4","1276","191.4","2008-02-05T04:12:12.000"
"5087","134121","154992","49328","8405","1553","1862","2","414","62.1","2008-02-05T06:57:44.000"
"5088","124175","142207","746","13500","2113","1862","1","100","15","2008-02-05T03:17:18.000"
"5089","134462","155422","10006","24593","2638","1862","2","318","47.7","2008-02-05T01:58:49.000"
"5090","124979","143124","21657","4310","3466","1862","2","952","142.8","2008-02-05T10:46:07.000"
"5091","135486","156528","21966","10071","2542","1862","1","203","30.45","2008-02-05T09:12:48.000"
"5092","129228","148175","37114","10423","6044","1862","4","1856","278.4","2008-02-05T08:50:12.000"
"5093","139494","161189","17513","4791","2412","1862","1","63","9.45","2008-02-05T12:35:44.000"
"5094","133181","153842","24988","8951","2465","1862","1","138","20.7","2008-02-05T01:59:12.000"
"5095","147640","170940","43473","11879","8556","1862","1","303","45.45","2008-02-05T10:40:22.000"
"5096","138858","160455","20142","8519","1326","1862","1","252","37.8","2008-02-05T12:31:25.000"
"5097","147697","171008","12159","22418","2171","1862","2","710","106.5","2008-02-05T12:00:46.000"
"5098","139177","160830","7048","6244","3189","1862","1","228","34.2","2008-02-05T06:14:29.000"
"5099","147738","171049","17230","13062","5118","1862","1","75","11.25","2008-02-05T12:56:15.000"
"5100","142077","164358","24051","3256","1392","1862","1","58","8.7","2008-02-05T02:31:07.000"
"5101","149564","173173","33500","23335","363","1862","4","400","60","2008-02-05T12:55:11.000"
"5102","146604","169799","39058","626","5798","1862","1","78","11.7","2008-02-05T04:11:19.000"
"5103","153029","177115","7995","13666","5362","1862","2","202","30.3","2008-02-05T08:53:13.000"
"5104","147084","170309","43748","27910","6419","1862","2","156","23.4","2008-02-05T12:35:48.000"
"5105","164030","219372","2254","12367","1546","1862","4","2972","445.8","2008-02-05T01:42:02.000"
"5106","150572","174287","9344","2407","8303","1862","2","548","82.2","2008-02-05T08:32:47.000"
"5107","164909","221032","33997","12564","3780","1862","2","2328","349.2","2008-02-05T06:45:12.000"
"5108","157547","206577","10682","10393","1197","1862","1","2133","319.95","2008-02-05T09:15:12.000"
"5109","166581","224203","44690","24675","7595","1862","1","2042","306.3","2008-02-05T02:26:40.000"
"5110","166252","223579","703","2129","1018","1862","2","1056","158.4","2008-02-05T08:20:00.000"
"5111","172425","235439","45157","10348","8501","1862","2","3480","522","2008-02-05T02:26:05.000"
"5112","170193","231180","26442","20005","5574","1862","2","3178","476.7","2008-02-05T01:03:10.000"
"5113","428","431","13808","16758","8429","1862","1","179","26.85","2008-02-05T10:36:34.000"
"5114","170699","232163","8531","17640","1049","1862","2","1216","182.4","2008-02-05T01:21:53.000"
"5115","678","691","16739","24149","2563","1862","4","412","61.8","2008-02-05T02:57:32.000"
"5116","171515","233775","9073","4865","2157","1862","2","2350","352.5","2008-02-05T01:52:16.000"
"5117","2258","2435","43436","3067","6940","1862","2","118","17.7","2008-02-05T08:20:53.000"
"5118","171996","234619","25189","699","4805","1862","1","1716","257.4","2008-02-05T02:10:20.000"
"5119","6065","6588","41289","23647","6364","1862","1","184","27.6","2008-02-05T05:28:01.000"
"5120","172099","234785","10764","5128","654","1862","2","2580","387","2008-02-05T02:14:04.000"
"5121","6743","7342","44261","27904","2481","1862","1","144","21.6","2008-02-05T04:41:04.000"
"5122","10617","11536","33741","15874","4021","1862","1","42","6.3","2008-02-05T04:25:33.000"
"5123","15830","17102","30613","9311","1553","1862","2","412","61.8","2008-02-05T03:31:07.000"
"5124","19409","21011","23435","2049","654","1862","3","291","43.65","2008-02-05T02:28:54.000"
"5125","19772","21405","30449","19650","2883","1862","4","604","90.6","2008-02-05T09:15:14.000"
"5126","33546","37080","8415","4347","1311","1862","1","130","19.5","2008-02-05T06:10:49.000"
"5127","36542","40669","34178","1719","801","1862","2","610","91.5","2008-02-05T03:33:51.000"
"5128","37139","41375","14179","16720","6311","1862","1","301","45.15","2008-02-05T03:39:18.000"
"5129","37318","41569","45668","10023","7476","1862","2","182","27.3","2008-02-05T07:08:18.000"
"5130","39352","43917","33189","8783","399","1862","1","342","51.3","2008-02-05T11:33:17.000"
"5131","41613","46631","22084","22251","327","1862","1","211","31.65","2008-02-05T05:28:38.000"
"5132","44394","49908","4830","9444","7719","1862","2","634","95.1","2008-02-05T09:33:27.000"
"5133","44937","50549","1075","19055","3371","1862","1","274","41.1","2008-02-05T07:44:12.000"
"5134","47038","53040","11657","16895","514","1862","1","231","34.65","2008-02-05T12:59:33.000"
"5135","47054","53056","2783","19465","91","1862","2","246","36.9","2008-02-05T01:19:12.000"
"5136","47808","53982","43404","9429","5304","1862","2","44","6.6","2008-02-05T03:34:50.000"
"5137","50178","56661","11928","24303","5453","1862","2","658","98.7","2008-02-05T01:18:46.000"
"5138","54613","61556","27590","23515","5303","1862","2","256","38.4","2008-02-05T01:37:12.000"
"5139","56351","63610","47000","3451","7002","1862","2","208","31.2","2008-02-05T12:58:04.000"
"5140","58664","66407","20563","12683","8618","1862","1","101","15.15","2008-02-05T02:04:17.000"
"5141","64220","72800","15519","29588","8649","1862","1","406","60.9","2008-02-05T05:34:50.000"
"5142","67373","76515","9764","11774","8548","1862","1","221","33.15","2008-02-05T07:33:54.000"
"5143","74196","84682","38976","21820","5980","1862","2","640","96","2008-02-05T11:47:17.000"
"5144","79323","90583","46372","13007","5414","1862","3","645","96.75","2008-02-05T12:27:16.000"
"5145","81621","93080","3138","10032","6116","1862","2","118","17.7","2008-02-05T09:47:40.000"
"5146","84255","96130","34451","9661","1326","1862","4","164","24.6","2008-02-05T01:28:10.000"
"5147","86949","99272","21374","3340","6904","1862","4","492","73.8","2008-02-05T06:49:07.000"
"5148","87401","99808","6703","2625","2662","1862","4","132","19.8","2008-02-05T03:04:00.000"
"5149","88283","100822","20523","7598","2846","1862","1","23","3.45","2008-02-05T07:49:09.000"
"5150","89402","102091","10115","1990","6900","1862","3","732","109.8","2008-02-05T04:58:05.000"
"5151","90903","103748","26131","22049","1628","1862","1","219","32.85","2008-02-05T09:53:32.000"
"5152","98949","113099","38116","17448","1235","1862","1","294","44.1","2008-02-05T03:08:47.000"
"5153","99211","113414","14528","6247","8263","1862","1","163","24.45","2008-02-05T08:58:29.000"
"5154","99707","113970","24390","3401","49","1862","1","115","17.25","2008-02-05T07:49:52.000"
"5155","99709","113970","24390","4108","49","1862","2","230","34.5","2008-02-05T07:51:47.000"
"5156","102568","117351","43432","29610","4901","1862","2","436","65.4","2008-02-05T06:10:28.000"
"5157","104498","119535","5507","7871","5985","1862","1","477","71.55","2008-02-05T09:59:15.000"
"5158","104931","120075","264","10244","1421","1862","4","948","142.2","2008-02-05T10:09:13.000"
"5159","106269","121629","22756","12876","5657","1862","1","186","27.9","2008-02-05T01:14:02.000"
"5160","107036","122476","41353","15399","3463","1862","1","443","66.45","2008-02-05T12:27:18.000"
"5161","110713","126827","23635","29562","3590","1862","2","534","80.1","2008-02-05T08:03:14.000"
"5162","113960","130554","2761","22868","2819","1862","3","615","92.25","2008-02-05T02:39:57.000"
"5163","117704","134779","23447","18336","3888","1862","2","808","121.2","2008-02-05T12:10:18.000"
"5164","117806","134903","45242","25210","1628","1862","4","516","77.4","2008-02-05T04:02:11.000"
"5165","119286","136593","20585","22052","8184","1862","2","576","86.4","2008-02-05T07:08:52.000"
"5166","121834","139469","30056","15437","4994","1862","2","426","63.9","2008-02-05T02:55:02.000"
"5167","124555","142642","19703","9827","3820","1862","2","254","38.1","2008-02-05T12:28:55.000"
"5168","126460","144863","49415","9775","4344","1862","1","356","53.4","2008-02-05T08:44:39.000"
"5169","126730","145160","36002","24518","2160","1862","1","24","3.6","2008-02-05T02:51:50.000"
"5170","130618","149760","18702","26510","5302","1862","4","1940","291","2008-02-05T01:11:55.000"
"5171","134498","155458","38950","11807","6308","1862","4","1576","236.4","2008-02-05T02:31:43.000"
"5172","139041","160659","47244","14344","1504","1862","2","994","149.1","2008-02-05T03:56:42.000"
"5173","146627","169823","39623","5162","4869","1862","1","463","69.45","2008-02-05T04:32:38.000"
"5174","146964","170177","31197","9112","2025","1862","2","884","132.6","2008-02-05T10:31:20.000"
"5175","147354","170642","13187","8213","977","1862","2","724","108.6","2008-02-05T05:11:49.000"
"5176","150588","174298","4225","27174","3195","1862","1","226","33.9","2008-02-05T08:53:43.000"
"5177","151241","175063","20426","330","7823","1862","1","403","60.45","2008-02-05T09:53:36.000"
"5178","152352","176298","36514","19841","3598","1862","1","339","50.85","2008-02-05T08:16:42.000"
"5179","152463","176412","16426","195","8157","1862","2","930","139.5","2008-02-05T10:32:36.000"
"5180","153595","177805","6853","25092","6605","1862","4","384","57.6","2008-02-05T07:48:00.000"
"5181","154396","178746","22923","5570","6845","1862","2","856","128.4","2008-02-05T10:01:17.000"
"5182","154474","178872","24031","2253","4831","1862","2","722","108.3","2008-02-05T11:31:51.000"
"5183","156701","181420","4483","1401","471","1862","2","50","7.5","2008-02-05T05:35:37.000"
"5184","162922","217327","17414","17169","170","1862","1","1647","247.05","2008-02-05T05:27:54.000"
"5185","168118","227204","37408","18947","2260","1862","1","2359","353.85","2008-02-05T08:06:58.000"
"5186","171505","233758","26018","20408","8282","1862","2","4642","696.3","2008-02-05T01:51:50.000"
"5187","1385","1469","48659","18735","4706","1863","3","336","50.4","2008-02-06T01:53:11.000"
"5188","554","558","41018","13075","654","1863","2","424","63.6","2008-02-06T01:25:19.000"
"5189","7849","8465","33828","8998","1375","1863","2","248","37.2","2008-02-06T03:10:15.000"
"5190","5603","6055","43418","26146","1057","1863","4","148","22.2","2008-02-06T01:48:07.000"
"5191","14145","15285","30327","20605","761","1863","2","442","66.3","2008-02-06T02:47:17.000"
"5192","7736","8350","8888","21914","3074","1863","2","376","56.4","2008-02-06T11:07:22.000"
"5193","18487","20046","21977","21397","6869","1863","1","123","18.45","2008-02-06T08:54:13.000"
"5194","12085","13060","15900","12461","2109","1863","1","216","32.4","2008-02-06T04:52:25.000"
"5195","18893","20475","30243","19931","3494","1863","1","26","3.9","2008-02-06T04:54:45.000"
"5196","13258","14315","16698","29223","1104","1863","2","472","70.8","2008-02-06T07:43:48.000"
"5197","19142","20708","5361","13360","2614","1863","1","66","9.9","2008-02-06T09:11:15.000"
"5198","21360","23285","9066","18452","8438","1863","2","258","38.7","2008-02-06T02:59:50.000"
"5199","28361","30961","34791","19092","327","1863","2","104","15.6","2008-02-06T03:41:39.000"
"5200","23066","25125","22581","8009","1326","1863","3","438","65.7","2008-02-06T10:39:03.000"
"5201","29824","32725","38494","4601","878","1863","1","229","34.35","2008-02-06T08:21:09.000"
"5202","23472","25644","650","8673","3718","1863","2","374","56.1","2008-02-06T06:05:16.000"
"5203","34661","38406","7384","22448","6084","1863","2","138","20.7","2008-02-06T02:40:48.000"
"5204","23809","26043","16052","21761","714","1863","2","500","75","2008-02-06T11:59:40.000"
"5205","35694","39665","5585","7755","2414","1863","1","209","31.35","2008-02-06T10:39:53.000"
"5206","24945","27318","18008","26631","2875","1863","3","432","64.8","2008-02-06T09:29:55.000"
"5207","37962","42278","2382","12201","1815","1863","4","956","143.4","2008-02-06T07:27:35.000"
"5208","25030","27419","3898","3742","6349","1863","1","47","7.05","2008-02-06T11:07:25.000"
"5209","40087","44787","42692","1190","5090","1863","4","1004","150.6","2008-02-06T01:31:09.000"
"5210","25068","27455","6893","4862","1538","1863","3","720","108","2008-02-06T11:54:58.000"
"5211","40110","44805","34147","27963","6641","1863","4","384","57.6","2008-02-06T01:58:34.000"
"5212","26695","29109","11467","20952","6442","1863","1","95","14.25","2008-02-06T08:26:01.000"
"5213","41230","46164","31368","8098","7029","1863","3","315","47.25","2008-02-06T10:01:17.000"
"5214","28241","30806","13805","26293","6655","1863","1","103","15.45","2008-02-06T01:55:08.000"
"5215","43154","48465","376","17698","8255","1863","2","508","76.2","2008-02-06T10:08:47.000"
"5216","28452","31061","12927","23938","2414","1863","2","212","31.8","2008-02-06T05:16:47.000"
"5217","43347","48696","44581","7238","3620","1863","2","294","44.1","2008-02-06T01:40:58.000"
"5218","30231","33176","14256","10088","4105","1863","4","340","51","2008-02-06T03:32:53.000"
"5219","44007","49474","10377","3939","5111","1863","2","130","19.5","2008-02-06T02:10:24.000"
"5220","30538","33537","20542","26017","1906","1863","1","79","11.85","2008-02-06T09:15:58.000"
"5221","46737","52611","38708","12082","2776","1863","2","236","35.4","2008-02-06T07:10:47.000"
"5222","31133","34287","13555","9348","1930","1863","2","528","79.2","2008-02-06T08:23:54.000"
"5223","46765","52664","30037","6680","2647","1863","1","232","34.8","2008-02-06T07:44:05.000"
"5224","33848","37435","38223","19755","3666","1863","2","694","104.1","2008-02-06T11:16:19.000"
"5225","47335","53390","17213","15004","8438","1863","4","1212","181.8","2008-02-06T06:32:43.000"
"5226","34659","38404","31582","1232","471","1863","1","52","7.8","2008-02-06T02:40:13.000"
"5227","47642","53766","47361","251","4187","1863","1","142","21.3","2008-02-06T12:09:33.000"
"5228","35623","39565","23568","19800","1080","1863","2","686","102.9","2008-02-06T09:12:57.000"
"5229","55087","62107","46503","25096","7445","1863","1","143","21.45","2008-02-06T11:00:31.000"
"5230","37396","41675","35044","8221","8196","1863","4","1368","205.2","2008-02-06T08:20:11.000"
"5231","61400","69550","26437","13663","1113","1863","2","762","114.3","2008-02-06T03:48:21.000"
"5232","45692","51428","33216","9558","4732","1863","4","540","81","2008-02-06T10:16:05.000"
"5233","66383","75302","43073","24369","1729","1863","1","189","28.35","2008-02-06T06:57:19.000"
"5234","51310","57866","4755","7908","1668","1863","2","470","70.5","2008-02-06T10:30:57.000"
"5235","71652","81597","22445","4708","970","1863","3","381","57.15","2008-02-06T10:11:34.000"
"5236","52692","59472","8062","13131","533","1863","2","110","16.5","2008-02-06T12:27:51.000"
"5237","75380","86076","16597","13031","4075","1863","1","472","70.8","2008-02-06T12:32:08.000"
"5238","55113","62135","12400","12689","2202","1863","1","234","35.1","2008-02-06T11:24:28.000"
"5239","76327","87157","18249","5248","3304","1863","2","542","81.3","2008-02-06T03:54:27.000"
"5240","59295","67118","8895","23520","5932","1863","1","359","53.85","2008-02-06T02:27:36.000"
"5241","83125","94729","33587","25946","7420","1863","2","750","112.5","2008-02-06T02:25:44.000"
"5242","60182","68124","4191","4008","8578","1863","1","181","27.15","2008-02-06T03:01:36.000"
"5243","86279","98497","21024","29218","6062","1863","2","458","68.7","2008-02-06T06:13:21.000"
"5244","61710","69947","31497","6589","1291","1863","1","154","23.1","2008-02-06T04:01:28.000"
"5245","90817","103681","39403","8336","4770","1863","2","228","34.2","2008-02-06T08:22:05.000"
"5246","62948","71360","816","10649","1171","1863","2","964","144.6","2008-02-06T04:47:41.000"
"5247","92218","105246","9161","13475","6960","1863","4","652","97.8","2008-02-06T10:17:49.000"
"5248","66331","75256","21519","5914","263","1863","2","324","48.6","2008-02-06T06:55:11.000"
"5249","96541","110207","42349","18957","2254","1863","2","634","95.1","2008-02-06T12:33:41.000"
"5250","67025","76081","11433","11802","8196","1863","1","144","21.6","2008-02-06T07:19:55.000"
"5251","99457","113695","10050","23629","3820","1863","4","564","84.6","2008-02-06T02:25:22.000"
"5252","67948","77167","36117","1995","6960","1863","1","363","54.45","2008-02-06T07:56:13.000"
"5253","102689","117472","49398","5404","8471","1863","4","804","120.6","2008-02-06T09:18:20.000"
"5254","70897","80623","34832","2718","4490","1863","4","1308","196.2","2008-02-06T09:43:08.000"
"5255","106468","121836","44210","8105","3667","1863","2","230","34.5","2008-02-06T06:54:57.000"
"5256","80801","92206","3358","9913","5452","1863","2","992","148.8","2008-02-06T05:08:28.000"
"5257","111703","127933","18637","9760","8524","1863","1","247","37.05","2008-02-06T10:28:47.000"
"5258","83062","94672","41377","14958","8659","1863","1","146","21.9","2008-02-06T01:02:22.000"
"5259","119965","137356","39651","6898","2147","1863","1","422","63.3","2008-02-06T06:24:55.000"
"5260","83322","94971","30799","27749","2071","1863","2","222","33.3","2008-02-06T06:22:30.000"
"5261","120137","137572","14816","18904","7094","1863","1","394","59.1","2008-02-06T12:27:42.000"
"5262","84257","96130","34451","10442","1326","1863","1","41","6.15","2008-02-06T01:31:35.000"
"5263","120481","137954","27555","15798","5932","1863","3","1146","171.9","2008-02-06T11:07:16.000"
"5264","87053","99377","15448","5411","8235","1863","1","386","57.9","2008-02-06T08:39:09.000"
"5265","123946","141934","22207","17075","5259","1863","3","999","149.85","2008-02-06T08:40:29.000"
"5266","88081","100602","35971","598","2850","1863","2","64","9.6","2008-02-06T04:11:30.000"
"5267","126411","144798","39518","8434","750","1863","4","1196","179.4","2008-02-06T07:17:38.000"
"5268","91705","104633","30222","26351","2337","1863","2","652","97.8","2008-02-06T01:00:51.000"
"5269","126530","144948","14393","2374","7723","1863","2","948","142.2","2008-02-06T10:25:30.000"
"5270","94586","107996","46895","27699","6889","1863","1","38","5.7","2008-02-06T07:52:03.000"
"5271","129716","148770","2527","7453","7719","1863","1","218","32.7","2008-02-06T06:59:35.000"
"5272","95042","108485","3377","27761","604","1863","4","1440","216","2008-02-06T05:07:13.000"
"5273","132508","153026","7344","3589","3733","1863","2","182","27.3","2008-02-06T01:03:58.000"
"5274","95646","109208","49835","19468","4436","1863","2","314","47.1","2008-02-06T05:08:06.000"
"5275","135021","156023","11298","5613","4805","1863","3","1452","217.8","2008-02-06T12:19:28.000"
"5276","97782","111689","42104","27930","8278","1863","1","140","21","2008-02-06T02:44:06.000"
"5277","136420","157556","16716","6151","6807","1863","1","340","51","2008-02-06T02:15:46.000"
"5278","97862","111791","41720","6885","4734","1863","2","918","137.7","2008-02-06T04:29:52.000"
"5279","140876","162890","37105","18540","1326","1863","2","78","11.7","2008-02-06T03:23:32.000"
"5280","97944","111886","8029","8347","5913","1863","1","192","28.8","2008-02-06T06:14:03.000"
"5281","143699","166344","31286","30706","7593","1863","2","574","86.1","2008-02-06T09:12:31.000"
"5282","99355","113594","46329","545","1119","1863","2","908","136.2","2008-02-06T12:11:16.000"
"5283","144200","166915","4969","2878","2751","1863","2","114","17.1","2008-02-06T06:31:14.000"
"5284","99872","114155","2932","12695","3688","1863","1","151","22.65","2008-02-06T11:50:26.000"
"5285","144320","167042","23181","12626","3158","1863","4","684","102.6","2008-02-06T08:40:03.000"
"5286","100693","115142","49111","17368","6415","1863","1","324","48.6","2008-02-06T07:12:06.000"
"5287","145667","168672","12836","16568","5554","1863","4","1612","241.8","2008-02-06T10:25:28.000"
"5288","101178","115700","28094","1649","5067","1863","1","311","46.65","2008-02-06T07:31:38.000"
"5289","145948","168989","40749","2184","5449","1863","2","982","147.3","2008-02-06T03:47:45.000"
"5290","101661","116259","11524","17690","7529","1863","2","154","23.1","2008-02-06T07:00:10.000"
"5291","146565","169761","45440","8995","6845","1863","4","1668","250.2","2008-02-06T03:30:54.000"
"5292","103707","118632","22036","14095","345","1863","2","898","134.7","2008-02-06T11:19:10.000"
"5293","147296","170565","39243","4293","8260","1863","4","1016","152.4","2008-02-06T04:09:54.000"
"5294","104181","119173","29310","27219","8659","1863","3","285","42.75","2008-02-06T12:11:20.000"
"5295","155779","180362","7083","17839","2618","1863","2","478","71.7","2008-02-06T12:09:07.000"
"5296","108755","124509","10919","12780","4251","1863","1","270","40.5","2008-02-06T03:42:33.000"
"5297","155977","180599","34998","21349","6132","1863","1","67","10.05","2008-02-06T04:05:30.000"
"5298","111122","127273","31532","15659","5157","1863","2","770","115.5","2008-02-06T07:20:54.000"
"5299","159537","211000","14341","11381","6774","1863","1","765","114.75","2008-02-06T11:53:55.000"
"5300","115114","131793","22115","37","7586","1863","1","274","41.1","2008-02-06T02:46:01.000"
"5301","160722","213184","6710","815","1104","1863","2","1920","288","2008-02-06T10:35:09.000"
"5302","118695","135953","204","28262","5913","1863","1","23","3.45","2008-02-06T11:07:07.000"
"5303","162856","217179","35759","19280","7094","1863","1","1981","297.15","2008-02-06T04:11:48.000"
"5304","122004","139683","15667","14560","2520","1863","1","461","69.15","2008-02-06T07:11:20.000"
"5305","163986","219310","25874","23","250","1863","2","4732","709.8","2008-02-06T12:51:59.000"
"5306","122782","140550","32590","13578","7773","1863","1","258","38.7","2008-02-06T03:58:58.000"
"5307","1286","1358","46664","9046","4029","1863","2","124","18.6","2008-02-06T07:24:53.000"
