"index","listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
"7588","208491","23730","5743","1845","4","1212","4848","2008-01-19T08:36:08.000"
"7589","206884","3855","6169","1845","5","1422","7110","2008-01-19T10:27:00.000"
"7590","213327","10841","3756","1845","1","1651","1651","2008-01-19T06:49:20.000"
"7591","212829","38622","3862","1845","1","1740","1740","2008-01-19T02:02:54.000"
"7592","215222","11433","4735","1845","2","1626","3252","2008-01-19T01:15:54.000"
"7593","214220","15484","7285","1845","7","2174","15218","2008-01-19T05:20:51.000"
"7594","217904","43314","5026","1845","5","1596","7980","2008-01-19T10:38:53.000"
"7595","214285","20798","5430","1845","5","708","3540","2008-01-19T11:47:47.000"
"7596","221564","37796","4233","1845","4","913","3652","2008-01-19T03:51:01.000"
"7597","214884","25533","853","1845","2","1895","3790","2008-01-19T10:27:50.000"
"7598","229153","20714","6293","1845","6","1427","8562","2008-01-19T06:45:54.000"
"7599","215267","18740","3797","1845","1","1874","1874","2008-01-19T11:17:41.000"
"7600","230169","40151","7074","1845","3","924","2772","2008-01-19T06:20:22.000"
"7601","216623","6702","3446","1845","1","1509","1509","2008-01-19T10:28:39.000"
"7602","232333","32020","2640","1845","6","377","2262","2008-01-19T07:07:55.000"
"7603","223157","9610","2609","1845","4","642","2568","2008-01-19T03:51:02.000"
"7604","250","21944","7955","1845","18","30","540","2008-01-19T07:54:41.000"
"7605","224568","17790","4933","1845","1","515","515","2008-01-19T08:32:59.000"
"7606","2100","17934","7319","1845","1","186","186","2008-01-19T02:13:52.000"
"7607","225015","9996","7445","1845","6","457","2742","2008-01-19T05:09:12.000"
"7608","3178","7798","7990","1845","26","52","1352","2008-01-19T06:36:16.000"
"7609","228119","414","5739","1845","5","1546","7730","2008-01-19T03:06:37.000"
"7610","3190","1694","771","1845","1","195","195","2008-01-19T06:06:44.000"
"7611","229968","18468","4584","1845","5","2003","10015","2008-01-19T05:52:48.000"
"7612","4950","7430","2342","1845","10","22","220","2008-01-19T05:52:20.000"
"7613","232264","16928","8260","1845","6","1053","6318","2008-01-19T08:47:06.000"
"7614","6418","3053","7096","1845","5","233","1165","2008-01-19T03:55:03.000"
"7615","233828","33140","6975","1845","6","592","3552","2008-01-19T07:29:10.000"
"7616","7988","19343","8553","1845","16","109","1744","2008-01-19T05:07:39.000"
"7617","235266","25772","4994","1845","6","403","2418","2008-01-19T02:49:53.000"
"7618","10144","49495","1804","1845","28","117","3276","2008-01-19T08:01:11.000"
"7619","10936","49265","7122","1845","6","106","636","2008-01-19T04:21:54.000"
"7620","12416","37097","8268","1845","5","41","205","2008-01-19T02:45:19.000"
"7621","13614","4204","2421","1845","3","96","288","2008-01-19T09:01:35.000"
"7622","19327","45313","900","1845","5","129","645","2008-01-19T01:57:24.000"
"7623","19754","6982","4903","1845","1","218","218","2008-01-19T04:44:12.000"
"7624","20108","1609","6373","1845","5","115","575","2008-01-19T01:08:05.000"
"7625","23054","34275","697","1845","26","159","4134","2008-01-19T12:04:16.000"
"7626","35097","20568","4890","1845","8","272","2176","2008-01-19T10:50:50.000"
"7627","35761","28716","8605","1845","14","307","4298","2008-01-19T07:25:40.000"
"7628","35932","19873","49","1845","10","199","1990","2008-01-19T01:23:56.000"
"7629","39931","48980","1281","1845","16","218","3488","2008-01-19T01:39:19.000"
"7630","40062","17109","2414","1845","22","238","5236","2008-01-19T06:40:39.000"
"7631","41355","1037","1486","1845","12","63","756","2008-01-19T01:56:23.000"
"7632","42162","25803","7363","1845","7","312","2184","2008-01-19T07:17:21.000"
"7633","47277","16514","4829","1845","1","118","118","2008-01-19T07:35:04.000"
"7634","49585","44734","8303","1845","20","339","6780","2008-01-19T01:51:52.000"
"7635","53696","39749","8273","1845","5","250","1250","2008-01-19T09:34:55.000"
"7636","54290","24033","4113","1845","1","225","225","2008-01-19T04:14:52.000"
"7637","56881","15253","3884","1845","3","221","663","2008-01-19T01:44:45.000"
"7638","57041","20063","4691","1845","14","88","1232","2008-01-19T07:23:16.000"
"7639","58825","12060","3618","1845","6","142","852","2008-01-19T09:49:00.000"
"7640","58957","48650","7596","1845","5","243","1215","2008-01-19T07:32:37.000"
"7641","60946","2576","400","1845","1","363","363","2008-01-19T09:54:34.000"
"7642","63224","24212","1486","1845","12","488","5856","2008-01-19T06:27:49.000"
"7643","63265","1769","4223","1845","6","401","2406","2008-01-19T05:54:53.000"
"7644","65298","2809","6513","1845","8","45","360","2008-01-19T11:13:48.000"
"7645","65461","3809","2390","1845","8","268","2144","2008-01-19T07:22:54.000"
"7646","67581","1449","1663","1845","12","393","4716","2008-01-19T01:42:23.000"
"7647","70361","39411","5812","1845","14","367","5138","2008-01-19T02:16:42.000"
"7648","72440","10757","2819","1845","22","465","10230","2008-01-19T03:38:22.000"
"7649","76491","11636","2345","1845","4","434","1736","2008-01-19T12:18:31.000"
"7650","80272","7205","7319","1845","14","62","868","2008-01-19T01:53:35.000"
"7651","81892","25242","1291","1845","10","393","3930","2008-01-19T11:21:22.000"
"7652","84474","25646","6557","1845","1","446","446","2008-01-19T01:12:00.000"
"7653","86422","17150","4029","1845","3","75","225","2008-01-19T09:45:19.000"
"7654","86493","7621","5300","1845","7","447","3129","2008-01-19T11:23:24.000"
"7655","86509","7718","1606","1845","18","243","4374","2008-01-19T03:46:19.000"
"7656","92057","3315","2428","1845","9","436","3924","2008-01-19T01:19:14.000"
"7657","92426","47645","6823","1845","7","449","3143","2008-01-19T03:37:32.000"
"7658","96211","23398","3111","1845","22","422","9284","2008-01-19T12:50:29.000"
"7659","100286","21764","4113","1845","7","257","1799","2008-01-19T01:59:12.000"
"7660","104212","23390","2468","1845","1","367","367","2008-01-19T06:17:16.000"
"7661","106294","45247","5479","1845","12","60","720","2008-01-19T01:52:35.000"
"7662","107726","41803","6749","1845","12","238","2856","2008-01-19T10:02:50.000"
"7663","110015","43916","2029","1845","3","294","882","2008-01-19T09:37:12.000"
"7664","111563","6703","8113","1845","6","300","1800","2008-01-19T03:39:49.000"
"7665","111885","32433","4595","1845","5","411","2055","2008-01-19T03:23:21.000"
"7666","112386","40343","2060","1845","5","392","1960","2008-01-19T01:50:02.000"
"7667","113012","34392","2121","1845","5","451","2255","2008-01-19T02:56:29.000"
"7668","114569","34490","3189","1845","14","262","3668","2008-01-19T09:56:30.000"
"7669","114711","31848","8438","1845","2","241","482","2008-01-19T12:32:18.000"
"7670","118890","2613","5542","1845","10","428","4280","2008-01-19T06:51:48.000"
"7671","124110","15662","5254","1845","10","248","2480","2008-01-19T09:52:54.000"
"7672","126015","34747","1026","1845","16","99","1584","2008-01-19T11:36:17.000"
"7673","128822","12835","801","1845","8","410","3280","2008-01-19T01:21:04.000"
"7674","130354","48796","3535","1845","10","264","2640","2008-01-19T05:27:15.000"
"7675","132060","15658","3887","1845","5","457","2285","2008-01-19T01:45:14.000"
"7676","136748","3210","585","1845","4","393","1572","2008-01-19T08:46:07.000"
"7677","137978","40995","4942","1845","4","291","1164","2008-01-19T03:17:55.000"
"7678","141476","37923","313","1845","14","203","2842","2008-01-19T09:31:50.000"
"7679","143441","35461","2180","1845","20","319","6380","2008-01-19T06:18:02.000"
"7680","149793","26260","5580","1845","3","159","477","2008-01-19T01:50:55.000"
"7681","150151","18316","7773","1845","5","258","1290","2008-01-19T12:22:55.000"
"7682","152416","9626","4727","1845","3","472","1416","2008-01-19T07:03:34.000"
"7683","152766","38357","6499","1845","22","150","3300","2008-01-19T02:18:41.000"
"7684","158982","47309","31","1845","4","496","1984","2008-01-19T05:41:23.000"
"7685","159032","11821","4766","1845","20","267","5340","2008-01-19T07:44:08.000"
"7686","159253","36111","4118","1845","5","137","685","2008-01-19T09:08:02.000"
"7687","167637","49010","4475","1845","5","422","2110","2008-01-19T09:11:19.000"
"7688","168226","26028","2343","1845","16","458","7328","2008-01-19T03:28:57.000"
"7689","169973","31268","3590","1845","4","282","1128","2008-01-19T11:31:29.000"
"7690","172210","1220","2472","1845","2","260","520","2008-01-19T12:05:17.000"
"7691","174350","6887","2276","1845","22","318","6996","2008-01-19T03:26:12.000"
"7692","174435","48038","7614","1845","4","473","1892","2008-01-19T01:18:25.000"
"7693","174545","7295","1087","1845","8","188","1504","2008-01-19T07:33:56.000"
"7694","178424","41609","2517","1845","24","417","10008","2008-01-19T07:33:15.000"
"7695","178790","29980","1119","1845","2","67","134","2008-01-19T02:30:24.000"
"7696","179723","41130","7479","1845","22","285","6270","2008-01-19T07:17:20.000"
"7697","180049","23589","8534","1845","7","449","3143","2008-01-19T10:56:31.000"
"7698","180940","25812","6135","1845","20","180","3600","2008-01-19T01:06:12.000"
"7699","205469","21160","2885","1845","5","471","2355","2008-01-19T01:20:21.000"
"7700","209714","9887","5754","1845","1","1841","1841","2008-01-19T12:44:18.000"
"7701","215912","13404","4663","1845","2","2190","4380","2008-01-19T06:50:12.000"
"7702","218083","20791","3236","1845","1","2200","2200","2008-01-19T06:17:31.000"
"7703","218689","35105","3580","1845","6","818","4908","2008-01-19T05:17:23.000"
"7704","219235","48745","2609","1845","6","1446","8676","2008-01-19T07:59:39.000"
"7705","220841","47801","5975","1845","3","835","2505","2008-01-19T08:37:25.000"
"7706","222882","32367","2403","1845","7","2436","17052","2008-01-19T12:34:00.000"
"7707","223807","13354","3120","1845","3","1945","5835","2008-01-19T05:33:02.000"
"7708","227341","13385","8345","1845","6","1977","11862","2008-01-19T05:05:53.000"
"7709","230781","9589","3759","1845","3","1430","4290","2008-01-19T07:31:02.000"
"7710","232534","6463","1291","1845","6","385","2310","2008-01-19T12:46:21.000"
"7711","235490","29693","8040","1845","3","1617","4851","2008-01-19T07:52:23.000"
"7712","4078","42742","5308","1846","26","221","5746","2008-01-20T10:39:26.000"
"7713","1970","4211","8795","1846","2","85","170","2008-01-20T02:22:34.000"
"7714","4292","18655","2572","1846","20","77","1540","2008-01-20T07:52:47.000"
"7715","2371","30382","4933","1846","12","62","744","2008-01-20T12:20:49.000"
"7716","6355","40308","5798","1846","4","187","748","2008-01-20T11:57:44.000"
"7717","2623","30753","7002","1846","5","150","750","2008-01-20T12:25:23.000"
"7718","10276","36749","7062","1846","5","143","715","2008-01-20T12:25:59.000"
"7719","10450","13831","4022","1846","28","228","6384","2008-01-20T06:52:43.000"
"7720","14318","20390","6807","1846","5","36","180","2008-01-20T09:52:28.000"
"7721","12472","19998","3091","1846","22","156","3432","2008-01-20T05:44:34.000"
"7722","14473","1379","5097","1846","3","189","567","2008-01-20T06:38:35.000"
"7723","15980","13722","4598","1846","9","111","999","2008-01-20T04:04:48.000"
"7724","14484","13133","641","1846","20","52","1040","2008-01-20T06:52:55.000"
"7725","29513","7662","2171","1846","18","62","1116","2008-01-20T12:43:27.000"
"7726","19047","1771","1673","1846","18","46","828","2008-01-20T01:24:59.000"
"7727","29739","1422","8655","1846","2","80","160","2008-01-20T06:21:51.000"
"7728","19876","46894","2483","1846","4","137","548","2008-01-20T10:06:59.000"
"7729","30580","22397","6686","1846","2","161","322","2008-01-20T01:44:50.000"
"7730","20489","32542","2314","1846","30","208","6240","2008-01-20T12:10:54.000"
"7731","31461","22999","7638","1846","1","345","345","2008-01-20T03:00:45.000"
"7732","21063","30953","3797","1846","26","82","2132","2008-01-20T07:52:36.000"
"7733","35109","42265","730","1846","22","346","7612","2008-01-20T07:43:55.000"
"7734","23362","25083","51","1846","20","35","700","2008-01-20T06:00:28.000"
"7735","36817","19463","6306","1846","14","281","3934","2008-01-20T03:26:33.000"
"7736","26158","4120","3734","1846","1","23","23","2008-01-20T10:36:23.000"
"7737","37622","14254","5152","1846","7","280","1960","2008-01-20T02:19:21.000"
"7738","32341","36878","1977","1846","24","53","1272","2008-01-20T09:34:53.000"
"7739","41100","2247","2662","1846","10","308","3080","2008-01-20T07:58:20.000"
"7740","33458","18475","1615","1846","4","266","1064","2008-01-20T04:39:31.000"
"7741","41820","40964","4804","1846","3","138","414","2008-01-20T10:24:30.000"
"7742","37757","34761","2242","1846","24","139","3336","2008-01-20T06:57:57.000"
"7743","41824","5670","2477","1846","9","57","513","2008-01-20T06:18:44.000"
"7744","42633","49959","2006","1846","18","294","5292","2008-01-20T10:35:27.000"
"7745","42416","31814","6650","1846","4","97","388","2008-01-20T08:05:35.000"
"7746","59000","36143","2121","1846","14","491","6874","2008-01-20T10:04:02.000"
"7747","43021","48984","7363","1846","9","176","1584","2008-01-20T04:04:01.000"
"7748","64801","32049","8329","1846","4","201","804","2008-01-20T05:30:24.000"
"7749","43602","23234","5883","1846","12","326","3912","2008-01-20T10:53:47.000"
"7750","66984","49631","2909","1846","22","458","10076","2008-01-20T08:53:23.000"
"7751","46446","1121","1930","1846","10","41","410","2008-01-20T06:02:13.000"
"7752","67591","16170","3698","1846","7","335","2345","2008-01-20T11:48:17.000"
"7753","47289","20743","7363","1846","18","138","2484","2008-01-20T08:26:29.000"
"7754","70317","19590","7177","1846","4","196","784","2008-01-20T12:56:05.000"
"7755","49257","38489","7965","1846","4","75","300","2008-01-20T09:43:42.000"
"7756","70548","31450","7546","1846","1","281","281","2008-01-20T07:38:02.000"
"7757","49292","4926","7427","1846","3","350","1050","2008-01-20T01:50:47.000"
"7758","71604","2316","6934","1846","6","441","2646","2008-01-20T12:47:44.000"
"7759","51051","29410","4836","1846","16","250","4000","2008-01-20T03:01:56.000"
"7760","71619","36516","3783","1846","3","418","1254","2008-01-20T05:48:24.000"
"7761","55663","25289","42","1846","7","237","1659","2008-01-20T12:58:13.000"
"7762","74167","45051","7668","1846","22","414","9108","2008-01-20T05:29:30.000"
"7763","58380","20968","8072","1846","16","182","2912","2008-01-20T03:41:55.000"
"7764","75074","46362","1530","1846","22","166","3652","2008-01-20T10:26:42.000"
"7765","59877","30040","7076","1846","18","390","7020","2008-01-20T01:46:49.000"
"7766","76536","34724","934","1846","4","381","1524","2008-01-20T11:17:35.000"
"7767","61296","45496","962","1846","20","409","8180","2008-01-20T08:24:11.000"
"7768","77847","33902","8541","1846","9","170","1530","2008-01-20T01:13:43.000"
"7769","70927","32119","636","1846","20","433","8660","2008-01-20T09:00:15.000"
"7770","78523","39710","5060","1846","9","392","3528","2008-01-20T04:46:24.000"
"7771","73532","23507","3762","1846","9","188","1692","2008-01-20T01:57:40.000"
"7772","79547","7152","444","1846","7","29","203","2008-01-20T01:18:46.000"
"7773","73867","48222","5218","1846","7","455","3185","2008-01-20T05:36:00.000"
"7774","79918","5927","2350","1846","4","390","1560","2008-01-20T07:39:06.000"
"7775","74007","9150","6519","1846","22","170","3740","2008-01-20T09:16:34.000"
"7776","80506","17602","2662","1846","1","382","382","2008-01-20T04:05:37.000"
"7777","74783","7479","3064","1846","14","119","1666","2008-01-20T01:13:19.000"
"7778","80662","12052","6900","1846","18","356","6408","2008-01-20T07:00:45.000"
"7779","75267","11781","4089","1846","12","366","4392","2008-01-20T06:20:23.000"
"7780","82954","33039","885","1846","9","356","3204","2008-01-20T11:50:05.000"
"7781","77822","23348","8085","1846","22","474","10428","2008-01-20T10:34:16.000"
"7782","82996","25649","3148","1846","14","201","2814","2008-01-20T12:53:42.000"
"7783","78911","8953","5459","1846","16","430","6880","2008-01-20T08:39:46.000"
"7784","84793","20368","3754","1846","4","248","992","2008-01-20T08:39:45.000"
"7785","79287","30299","7330","1846","5","136","680","2008-01-20T05:12:41.000"
"7786","84822","27297","1905","1846","22","213","4686","2008-01-20T05:32:13.000"
"7787","80895","23430","3820","1846","14","371","5194","2008-01-20T11:22:49.000"
"7788","86506","10800","5090","1846","10","145","1450","2008-01-20T04:37:48.000"
"7789","86026","12694","980","1846","22","114","2508","2008-01-20T12:04:58.000"
"7790","94672","41377","8659","1846","3","146","438","2008-01-20T05:48:12.000"
"7791","87248","36774","3713","1846","24","284","6816","2008-01-20T02:57:01.000"
"7792","95050","47445","460","1846","6","105","630","2008-01-20T03:46:39.000"
"7793","89694","16342","2060","1846","14","198","2772","2008-01-20T08:04:44.000"
"7794","102642","36240","636","1846","6","99","594","2008-01-20T05:22:00.000"
"7795","91499","40905","4973","1846","1","192","192","2008-01-20T11:57:42.000"
"7796","106073","3652","945","1846","16","81","1296","2008-01-20T06:57:42.000"
"7797","92894","21069","4804","1846","20","42","840","2008-01-20T12:05:22.000"
"7798","109228","14958","6820","1846","16","490","7840","2008-01-20T03:56:29.000"
"7799","94694","21360","2244","1846","3","144","432","2008-01-20T12:48:00.000"
"7800","110903","4047","2893","1846","1","289","289","2008-01-20T07:48:47.000"
"7801","96748","11058","5757","1846","7","32","224","2008-01-20T07:43:04.000"
"7802","125351","33763","5687","1846","14","318","4452","2008-01-20T08:02:44.000"
"7803","97464","25399","1236","1846","9","316","2844","2008-01-20T07:00:58.000"
"7804","126103","29790","1637","1846","24","342","8208","2008-01-20T10:17:54.000"
"7805","98025","26834","6420","1846","5","225","1125","2008-01-20T07:50:16.000"
"7806","126709","11666","313","1846","24","62","1488","2008-01-20T07:46:51.000"
"7807","98057","42099","8494","1846","8","270","2160","2008-01-20T05:16:43.000"
"7808","131449","41377","5518","1846","1","498","498","2008-01-20T04:07:58.000"
"7809","98986","22194","6119","1846","10","452","4520","2008-01-20T06:47:49.000"
"7810","133715","48589","514","1846","16","217","3472","2008-01-20T11:48:34.000"
"7811","102829","21826","5774","1846","3","232","696","2008-01-20T12:23:50.000"
"7812","135170","47364","2436","1846","22","156","3432","2008-01-20T04:19:15.000"
"7813","105322","36135","3531","1846","8","462","3696","2008-01-20T07:42:17.000"
"7814","137388","40109","2067","1846","24","470","11280","2008-01-20T02:40:30.000"
"7815","109448","38427","452","1846","12","191","2292","2008-01-20T02:06:33.000"
"7816","139180","30198","7098","1846","4","448","1792","2008-01-20T10:44:03.000"
"7817","109515","17955","5913","1846","8","489","3912","2008-01-20T02:31:17.000"
"7818","139683","15667","2520","1846","6","461","2766","2008-01-20T06:17:43.000"
"7819","116726","37512","2095","1846","20","166","3320","2008-01-20T09:56:42.000"
"7820","139711","37942","5913","1846","24","347","8328","2008-01-20T01:10:59.000"
"7821","119280","18729","4349","1846","22","126","2772","2008-01-20T01:09:37.000"
"7822","148412","5096","2984","1846","9","398","3582","2008-01-20T05:07:16.000"
"7823","121537","24943","2255","1846","4","378","1512","2008-01-20T01:31:15.000"
"7824","152961","7188","1898","1846","18","488","8784","2008-01-20T11:54:09.000"
"7825","123560","267","2533","1846","12","396","4752","2008-01-20T05:30:51.000"
"7826","154362","38036","1185","1846","2","191","382","2008-01-20T01:46:40.000"
"7827","124197","46956","4486","1846","12","51","612","2008-01-20T07:15:55.000"
"7828","157748","48284","6293","1846","3","234","702","2008-01-20T09:04:09.000"
"7829","124947","36930","1987","1846","18","110","1980","2008-01-20T03:45:17.000"
"7830","158063","46301","6135","1846","14","98","1372","2008-01-20T04:01:32.000"
"7831","126100","5163","103","1846","8","68","544","2008-01-20T05:28:57.000"
"7832","159597","18766","2832","1846","6","341","2046","2008-01-20T08:02:23.000"
"7833","127920","45605","5668","1846","6","462","2772","2008-01-20T11:00:55.000"
"7834","168584","18376","6131","1846","24","156","3744","2008-01-20T02:20:46.000"
"7835","134218","40379","6032","1846","9","329","2961","2008-01-20T01:24:35.000"
"7836","170200","11958","488","1846","4","89","356","2008-01-20T09:09:07.000"
"7837","135151","46678","7317","1846","18","421","7578","2008-01-20T02:52:45.000"
"7838","171234","29435","203","1846","22","454","9988","2008-01-20T08:06:52.000"
"7839","136596","4933","3388","1846","16","336","5376","2008-01-20T04:25:02.000"
"7840","171609","13955","6225","1846","16","276","4416","2008-01-20T10:27:18.000"
"7841","148357","27495","5648","1846","12","186","2232","2008-01-20T07:35:54.000"
"7842","171880","15822","1863","1846","12","439","5268","2008-01-20T05:03:06.000"
"7843","151769","44768","3698","1846","8","69","552","2008-01-20T09:19:48.000"
"7844","173027","45805","356","1846","10","52","520","2008-01-20T10:48:40.000"
"7845","157395","19738","7430","1846","5","203","1015","2008-01-20T06:49:39.000"
"7846","173270","47728","6910","1846","1","95","95","2008-01-20T04:06:32.000"
"7847","157620","14293","356","1846","20","375","7500","2008-01-20T04:28:35.000"
"7848","178009","46725","801","1846","3","25","75","2008-01-20T03:27:04.000"
"7849","159523","5301","8496","1846","4","371","1484","2008-01-20T12:16:02.000"
"7850","178873","23571","1071","1846","12","393","4716","2008-01-20T11:16:30.000"
"7851","161893","13205","8650","1846","6","484","2904","2008-01-20T05:12:17.000"
"7852","181385","35209","3834","1846","4","316","1264","2008-01-20T08:09:56.000"
"7853","162661","28313","962","1846","5","87","435","2008-01-20T03:18:22.000"
"7854","205986","26858","3098","1846","5","2339","11695","2008-01-20T07:22:44.000"
"7855","163523","48922","6513","1846","1","397","397","2008-01-20T09:00:58.000"
"7856","207292","30596","7543","1846","8","428","3424","2008-01-20T12:40:48.000"
"7857","165796","26589","4881","1846","24","223","5352","2008-01-20T06:55:52.000"
"7858","209781","30037","6583","1846","6","2442","14652","2008-01-20T06:09:42.000"
"7859","165936","17947","7170","1846","5","175","875","2008-01-20T05:03:11.000"
"7860","216150","38027","8139","1846","1","413","413","2008-01-20T10:53:36.000"
"7861","168480","23634","4938","1846","22","146","3212","2008-01-20T07:13:13.000"
"7862","217452","13799","5924","1846","4","1724","6896","2008-01-20T08:41:39.000"
"7863","172441","27307","5034","1846","1","365","365","2008-01-20T06:41:49.000"
"7864","218647","28385","2542","1846","1","2065","2065","2008-01-20T12:52:27.000"
"7865","172779","29425","3497","1846","5","246","1230","2008-01-20T10:30:40.000"
"7866","220168","390","4743","1846","6","358","2148","2008-01-20T11:58:55.000"
"7867","175510","35461","3599","1846","10","181","1810","2008-01-20T05:02:37.000"
"7868","223470","35982","7304","1846","8","1243","9944","2008-01-20T08:56:36.000"
"7869","176265","12749","7593","1846","18","105","1890","2008-01-20T12:11:03.000"
"7870","227845","40651","195","1846","8","898","7184","2008-01-20T12:12:43.000"
"7871","177115","7995","5362","1846","14","101","1414","2008-01-20T06:06:09.000"
"7872","228861","917","214","1846","5","689","3445","2008-01-20T06:51:34.000"
"7873","177277","23967","3999","1846","14","213","2982","2008-01-20T02:57:43.000"
"7874","233819","3221","3820","1846","4","568","2272","2008-01-20T04:03:11.000"
"7875","178377","29965","5687","1846","10","492","4920","2008-01-20T01:58:18.000"
"7876","1080","17130","1470","1846","6","126","756","2008-01-20T11:18:57.000"
"7877","178846","36992","4077","1846","5","42","210","2008-01-20T03:17:35.000"
"7878","4408","6542","6863","1846","5","215","1075","2008-01-20T01:43:00.000"
"7879","179887","12458","8069","1846","7","295","2065","2008-01-20T09:04:40.000"
"7880","7242","12703","8785","1846","30","144","4320","2008-01-20T01:04:54.000"
"7881","180583","35931","5495","1846","20","305","6100","2008-01-20T06:04:52.000"
"7882","11491","5625","6900","1846","18","44","792","2008-01-20T07:50:09.000"
"7883","210789","38264","5997","1846","8","2310","18480","2008-01-20T01:23:35.000"
"7884","11936","13564","7839","1846","24","165","3960","2008-01-20T11:58:09.000"
"7885","211254","12567","2096","1846","3","1908","5724","2008-01-20T08:53:05.000"
"7886","13344","41193","1458","1846","14","229","3206","2008-01-20T10:14:26.000"
"7887","217600","27604","443","1846","4","599","2396","2008-01-20T11:26:28.000"
"7888","15641","7254","3275","1846","12","93","1116","2008-01-20T09:46:31.000"
"7889","218893","15951","2017","1846","5","1772","8860","2008-01-20T07:13:12.000"
"7890","18107","14971","4830","1846","5","39","195","2008-01-20T01:37:19.000"
"7891","219784","41929","7094","1846","7","1117","7819","2008-01-20T08:58:03.000"
"7892","21308","21398","3580","1846","30","42","1260","2008-01-20T11:22:06.000"
"7893","220730","47502","3441","1846","8","1339","10712","2008-01-20T08:48:57.000"
"7894","26127","22082","2498","1846","24","180","4320","2008-01-20T12:25:24.000"
"7895","221376","10736","2143","1846","1","1172","1172","2008-01-20T05:28:16.000"
"7896","26926","8995","5092","1846","4","217","868","2008-01-20T05:04:56.000"
"7897","221958","641","7119","1846","2","1033","2066","2008-01-20T08:31:11.000"
"7898","27511","16313","932","1846","1","69","69","2008-01-20T10:44:22.000"
"7899","224834","40319","2342","1846","5","943","4715","2008-01-20T11:11:43.000"
"7900","28742","2785","4021","1846","16","35","560","2008-01-20T03:03:59.000"
"7901","224930","25583","8659","1846","4","1748","6992","2008-01-20T12:40:51.000"
"7902","29239","26959","5979","1846","3","97","291","2008-01-20T06:31:14.000"
"7903","227475","13224","31","1846","1","1812","1812","2008-01-20T04:41:22.000"
"7904","31442","1405","7229","1846","2","185","370","2008-01-20T05:26:58.000"
"7905","229624","32570","801","1846","3","2223","6669","2008-01-20T10:29:25.000"
"7906","33018","25768","3756","1846","5","109","545","2008-01-20T01:33:10.000"
"7907","231881","8300","4892","1846","8","736","5888","2008-01-20T08:29:31.000"
"7908","34111","9570","3509","1846","7","318","2226","2008-01-20T02:20:29.000"
"7909","232679","27361","1771","1846","8","2212","17696","2008-01-20T01:48:37.000"
"7910","34941","2541","4278","1846","24","190","4560","2008-01-20T07:12:32.000"
"7911","35032","2294","8449","1846","1","282","282","2008-01-20T06:44:23.000"
"7912","50437","25113","7272","1846","8","304","2432","2008-01-20T12:44:15.000"
"7913","50750","30578","7644","1846","18","184","3312","2008-01-20T03:08:52.000"
"7914","50970","30562","4953","1846","2","139","278","2008-01-20T01:29:16.000"
"7915","51504","44625","4437","1846","9","271","2439","2008-01-20T12:49:09.000"
"7916","52104","27812","5372","1846","8","130","1040","2008-01-20T10:59:59.000"
"7917","52158","42604","5470","1846","8","76","608","2008-01-20T07:34:49.000"
"7918","54218","42476","7269","1846","9","308","2772","2008-01-20T10:55:10.000"
"7919","54610","25172","4223","1846","14","171","2394","2008-01-20T05:24:49.000"
"7920","55673","14746","5596","1846","1","37","37","2008-01-20T01:56:28.000"
"7921","56540","29463","4556","1846","12","132","1584","2008-01-20T10:04:00.000"
"7922","57090","22398","206","1846","16","108","1728","2008-01-20T05:34:43.000"
"7923","58192","17454","6965","1846","22","93","2046","2008-01-20T02:20:34.000"
"7924","64818","30022","8115","1846","12","160","1920","2008-01-20T10:21:41.000"
"7925","65301","39893","4568","1846","10","327","3270","2008-01-20T11:40:13.000"
"7926","65449","32072","5463","1846","6","486","2916","2008-01-20T04:54:23.000"
"7927","65538","29050","6880","1846","12","470","5640","2008-01-20T05:06:48.000"
"7928","66061","1358","1246","1846","9","187","1683","2008-01-20T02:43:24.000"
"7929","67160","15677","1769","1846","7","142","994","2008-01-20T04:58:09.000"
"7930","68175","45659","8524","1846","9","416","3744","2008-01-20T09:31:11.000"
"7931","68995","38267","5303","1846","16","325","5200","2008-01-20T03:32:24.000"
"7932","73897","27248","3148","1846","1","292","292","2008-01-20T07:17:59.000"
"7933","74402","42928","1221","1846","5","176","880","2008-01-20T03:21:20.000"
"7934","75181","28054","3974","1846","12","173","2076","2008-01-20T08:53:37.000"
"7935","76005","1252","7981","1846","18","111","1998","2008-01-20T11:20:39.000"
"7936","80405","20966","2090","1846","18","209","3762","2008-01-20T11:56:53.000"
"7937","81589","1285","7230","1846","1","96","96","2008-01-20T10:47:37.000"
"7938","86449","47666","2026","1846","12","473","5676","2008-01-20T02:33:44.000"
"7939","90133","30578","2090","1846","1","237","237","2008-01-20T12:16:50.000"
"7940","90681","5129","3158","1846","1","256","256","2008-01-20T03:44:21.000"
"7941","91928","32944","917","1846","4","70","280","2008-01-20T11:22:34.000"
"7942","92732","7173","4515","1846","14","238","3332","2008-01-20T02:56:12.000"
"7943","94765","5176","7676","1846","20","447","8940","2008-01-20T08:22:09.000"
"7944","99805","31627","7319","1846","20","494","9880","2008-01-20T09:45:51.000"
"7945","100201","2613","8040","1846","14","449","6286","2008-01-20T06:04:53.000"
"7946","100893","17483","2978","1846","5","120","600","2008-01-20T08:58:31.000"
"7947","106334","21846","6044","1846","12","240","2880","2008-01-20T10:25:09.000"
